o,opendatacommunities-area,p,name,statistical-geography,opendatacommunities
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000195,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Newcastle-under-Lyme,E07000195,http://opendatacommunities.org/id/district-council/newcastle-staffs
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000025,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Newham,E09000025,http://opendatacommunities.org/id/london-borough-council/newham
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000020,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Norfolk,E10000020,http://opendatacommunities.org/id/county-council/norfolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Cornwall,E07000022,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000043,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Devon,E07000043,http://opendatacommunities.org/id/district-council/north-devon
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000050,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Dorset,E07000050,http://opendatacommunities.org/id/unitary-authority/dorset
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000038,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North East Derbyshire,E07000038,http://opendatacommunities.org/id/district-council/north-east-derbyshire
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North East Lincolnshire,E06000012,http://opendatacommunities.org/id/unitary-authority/north-east-lincolnshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000099,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Hertfordshire,E07000099,http://opendatacommunities.org/id/district-council/north-hertfordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000139,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Kesteven,E07000139,http://opendatacommunities.org/id/district-council/north-kesteven
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000013,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Lincolnshire,E06000013,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000147,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Norfolk,E07000147,http://opendatacommunities.org/id/district-council/north-norfolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000183,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Shropshire,E07000183,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Somerset,E06000024,http://opendatacommunities.org/id/unitary-authority/north-somerset
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Tyneside,E08000022,http://opendatacommunities.org/id/metropolitan-district-council/north-tyneside
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000218,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Warwickshire,E07000218,http://opendatacommunities.org/id/district-council/north-warwickshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000134,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North West Leicestershire,E07000134,http://opendatacommunities.org/id/district-council/north-west-leicestershire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000231,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Wiltshire,E07000231,
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000005,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North York Moors National Park,E26000005,
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000023,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,North Yorkshire,E10000023,http://opendatacommunities.org/id/county-council/north-yorkshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000154,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northampton,E07000154,http://opendatacommunities.org/id/district-council/northampton
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000021,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northamptonshire,E10000021,http://opendatacommunities.org/id/county-council/northamptonshire
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000022,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northumberland,E10000022,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000057,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northumberland,E06000057,http://opendatacommunities.org/id/unitary-authority/northumberland
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000048,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northumberland,E06000048,
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000004,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Northumberland National Park,E26000004,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000148,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Norwich,E07000148,http://opendatacommunities.org/id/district-council/norwich
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Nottingham,E06000018,http://opendatacommunities.org/id/unitary-authority/nottingham
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Nottinghamshire,E10000024,http://opendatacommunities.org/id/county-council/nottinghamshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000219,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Nuneaton and Bedworth,E07000219,http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000135,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Oadby and Wigston,E07000135,http://opendatacommunities.org/id/district-council/oadby-and-wigston
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000004,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Oldham,E08000004,http://opendatacommunities.org/id/metropolitan-district-council/oldham
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000184,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Oswestry,E07000184,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000178,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Oxford,E07000178,http://opendatacommunities.org/id/district-council/oxford
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000025,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Oxfordshire,E10000025,http://opendatacommunities.org/id/county-council/oxfordshire
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000006,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Peak District National Park,E26000006,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000122,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Pendle,E07000122,http://opendatacommunities.org/id/district-council/pendle
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000023,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Penwith,E07000023,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Peterborough,E06000031,http://opendatacommunities.org/id/unitary-authority/peterborough
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000026,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Plymouth,E06000026,http://opendatacommunities.org/id/unitary-authority/plymouth
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000029,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Poole,E06000029,http://opendatacommunities.org/id/unitary-authority/bournemouth-christchurch-and-poole
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000044,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Portsmouth,E06000044,http://opendatacommunities.org/id/unitary-authority/portsmouth
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000123,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Preston,E07000123,http://opendatacommunities.org/id/district-council/preston
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000051,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Purbeck,E07000051,http://opendatacommunities.org/id/unitary-authority/dorset
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000038,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Reading,E06000038,http://opendatacommunities.org/id/unitary-authority/reading
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000026,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Redbridge,E09000026,http://opendatacommunities.org/id/london-borough-council/redbridge
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000003,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Redcar and Cleveland,E06000003,http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000236,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Redditch,E07000236,http://opendatacommunities.org/id/district-council/redditch
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000211,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Reigate and Banstead,E07000211,http://opendatacommunities.org/id/district-council/reigate-banstead
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000024,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Restormel,E07000024,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000124,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Ribble Valley,E07000124,http://opendatacommunities.org/id/district-council/ribble-valley
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Richmond upon Thames,E09000027,http://opendatacommunities.org/id/london-borough-council/richmond
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000166,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Richmondshire,E07000166,http://opendatacommunities.org/id/district-council/richmondshire
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000005,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rochdale,E08000005,http://opendatacommunities.org/id/metropolitan-district-council/rochdale
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000075,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rochford,E07000075,http://opendatacommunities.org/id/district-council/rochford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000125,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rossendale,E07000125,http://opendatacommunities.org/id/district-council/rossendale
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000064,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rother,E07000064,http://opendatacommunities.org/id/district-council/rother
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000018,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rotherham,E08000018,http://opendatacommunities.org/id/metropolitan-district-council/rotherham
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000220,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rugby,E07000220,http://opendatacommunities.org/id/district-council/rugby
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000212,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Runnymede,E07000212,http://opendatacommunities.org/id/district-council/runnymede
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000176,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rushcliffe,E07000176,http://opendatacommunities.org/id/district-council/rushcliffe
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000092,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rushmoor,E07000092,http://opendatacommunities.org/id/district-council/rushmoor
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000017,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Rutland,E06000017,http://opendatacommunities.org/id/unitary-authority/rutland
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000167,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Ryedale,E07000167,http://opendatacommunities.org/id/district-council/ryedale
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000006,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Salford,E08000006,http://opendatacommunities.org/id/metropolitan-district-council/salford
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000232,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Salisbury,E07000232,
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sandwell,E08000028,http://opendatacommunities.org/id/metropolitan-district-council/sandwell
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000168,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Scarborough,E07000168,http://opendatacommunities.org/id/district-council/scarborough
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000058,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sedgefield,E07000058,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000188,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sedgemoor,E07000188,http://opendatacommunities.org/id/district-council/sedgemoor
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sefton,E08000014,http://opendatacommunities.org/id/metropolitan-district-council/sefton
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000169,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Selby,E07000169,http://opendatacommunities.org/id/district-council/selby
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000111,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sevenoaks,E07000111,http://opendatacommunities.org/id/district-council/sevenoaks
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000019,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Sheffield,E08000019,http://opendatacommunities.org/id/metropolitan-district-council/sheffield
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000185,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Shrewsbury and Atcham,E07000185,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000051,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Shropshire,E06000051,http://opendatacommunities.org/id/unitary-authority/shropshire
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000026,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Shropshire,E10000026,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000039,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Slough,E06000039,http://opendatacommunities.org/id/unitary-authority/slough
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000029,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Solihull,E08000029,http://opendatacommunities.org/id/metropolitan-district-council/solihull
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Somerset,E10000027,http://opendatacommunities.org/id/county-council/somerset
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000246,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Somerset West and Taunton,E07000246,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000003,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Bedfordshire,E07000003,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000006,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Bucks,E07000006,http://opendatacommunities.org/id/district-council/south-bucks
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000012,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Cambridgeshire,E07000012,http://opendatacommunities.org/id/district-council/south-cambridgeshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000039,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Derbyshire,E07000039,http://opendatacommunities.org/id/district-council/south-derbyshire
http://opendatacommunities.org/def/ontology/admingeo/nationalPark,http://opendatacommunities.org/id/geography/administration/npark/E26000010,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Downs National Park,E26000010,
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000025,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Gloucestershire,E06000025,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000044,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Hams,E07000044,http://opendatacommunities.org/id/district-council/south-hams
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000140,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Holland,E07000140,http://opendatacommunities.org/id/district-council/south-holland
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000141,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Kesteven,E07000141,http://opendatacommunities.org/id/district-council/south-kesteven
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000031,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Lakeland,E07000031,http://opendatacommunities.org/id/district-council/south-lakeland
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000149,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Norfolk,E07000149,http://opendatacommunities.org/id/district-council/south-norfolk
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000155,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Northamptonshire,E07000155,http://opendatacommunities.org/id/district-council/south-northamptonshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000179,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Oxfordshire,E07000179,http://opendatacommunities.org/id/district-council/south-oxfordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000126,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Ribble,E07000126,http://opendatacommunities.org/id/district-council/south-ribble
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000186,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Shropshire,E07000186,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000189,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Somerset,E07000189,http://opendatacommunities.org/id/district-council/south-somerset
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000196,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Staffordshire,E07000196,http://opendatacommunities.org/id/district-council/south-staffordshire
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000023,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,South Tyneside,E08000023,http://opendatacommunities.org/id/metropolitan-district-council/south-tyneside
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000045,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Southampton,E06000045,http://opendatacommunities.org/id/unitary-authority/southampton
http://opendatacommunities.org/def/ontology/admingeo/UnitaryAuthority,http://opendatacommunities.org/id/geography/administration/ua/E06000033,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Southend-on-Sea,E06000033,http://opendatacommunities.org/id/unitary-authority/southend
http://opendatacommunities.org/def/ontology/admingeo/LondonBorough,http://opendatacommunities.org/id/geography/administration/lonb/E09000028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Southwark,E09000028,http://opendatacommunities.org/id/london-borough-council/southwark
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000213,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Spelthorne,E07000213,http://opendatacommunities.org/id/district-council/spelthorne
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000100,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,St Albans,E07000100,
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000240,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,St Albans,E07000240,http://opendatacommunities.org/id/district-council/st-albans
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000204,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,St Edmundsbury,E07000204,http://opendatacommunities.org/id/district-council/west-suffolk
http://opendatacommunities.org/def/ontology/admingeo/MetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/md/E08000013,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,St. Helens,E08000013,http://opendatacommunities.org/id/metropolitan-district-council/st-helens
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000197,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stafford,E07000197,http://opendatacommunities.org/id/district-council/stafford
http://opendatacommunities.org/def/ontology/admingeo/County,http://opendatacommunities.org/id/geography/administration/cty/E10000028,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Staffordshire,E10000028,http://opendatacommunities.org/id/county-council/staffordshire
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000198,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Staffordshire Moorlands,E07000198,http://opendatacommunities.org/id/district-council/staffordshire-moorlands
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000243,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stevenage,E07000243,http://opendatacommunities.org/id/district-council/stevenage
http://opendatacommunities.org/def/ontology/admingeo/NonMetropolitanDistrict,http://opendatacommunities.org/id/geography/administration/nmd/E07000101,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,Stevenage,E07000101,
