index-entry-number,entry-number,entry-timestamp,key,government-domain,hostname,organisation,start-date,end-date
1664,1664,2017-09-19T11:56:51Z,11650,11650,mynottingham,local-authority-eng:NGM,2009-03-06,
1663,1663,2017-09-19T11:56:51Z,6008,6008,myjobscotland,,2008-04-22,
1662,1662,2017-09-19T11:56:51Z,11653,11653,myddleandbroughton-pc,,2009-03-06,
1661,1661,2017-09-19T11:56:51Z,6004,6004,mycounciltax,"government-organisation:D25",2003-07-25,
1660,1660,2017-09-19T11:56:51Z,13603,13603,mumbles,,2011-11-09,
1659,1659,2017-09-19T11:56:51Z,5995,5995,mudfordparishcouncil,,2008-03-07,
1658,1658,2017-09-19T11:56:51Z,13117,13117,muchwenlock-tc,,2011-03-28,
1657,1657,2017-09-19T11:56:51Z,5992,5992,mountedgcumbe,,2004-02-23,
1656,1656,2017-09-19T11:56:51Z,16337,16337,moultonnorthants-pc,,2015-12-09,
1654,1654,2017-09-19T11:56:51Z,16603,16603,morville-pc,,2016-04-06,
1653,1653,2017-09-19T11:56:51Z,14307,14307,Morpeth-tc,,2012-10-30,
1652,1652,2017-09-19T11:56:51Z,5981,5981,morley,,2001-03-07,
1651,1651,2017-09-19T11:56:51Z,17256,17256,moretonvalence-pc,,2017-03-21,
1650,1650,2017-09-19T11:56:51Z,12297,12297,morecambe,,2010-01-04,
1649,1649,2017-09-19T11:56:51Z,5979,5979,moray,local-authority-sct:MRY,,
1648,1648,2017-09-19T11:56:51Z,5980,5980,moray-edunet,local-authority-sct:MRY,2006-03-15,
1647,1647,2017-09-19T11:56:51Z,5975,5975,monmouthshire,"principal-local-authority:MON",1999-10-07,
1646,1646,2017-09-19T11:56:51Z,5974,5974,monmouth,,2000-10-09,
1645,1645,2017-09-19T11:56:51Z,5973,5973,monksherborne-pc,,2003-10-16,
1644,1644,2017-09-19T11:56:51Z,12040,12040,"monkhesledenparishcouncil",,2009-08-19,
1643,1643,2017-09-19T11:56:51Z,13890,13890,monitor,"government-organisation:PB255",2012-04-18,
1642,1642,2017-09-19T11:56:51Z,5972,5972,monitor-nhsft,"government-organisation:PB255",2004-06-10,
1641,1641,2017-09-19T11:56:51Z,5970,5970,moneyclaim,"government-organisation:D18",2001-11-22,
1640,1640,2017-09-19T11:56:51Z,16875,16875,mollingtonoxon-pc,,2016-08-16,
1639,1639,2017-09-19T11:56:51Z,5969,5969,molevalley,local-authority-eng:MOL,2001-03-20,
1638,1638,2017-09-19T11:56:51Z,11121,11121,molescroft-pc,,2008-08-04,
1637,1637,2017-09-19T11:56:51Z,5968,5968,mole-valley,local-authority-eng:MOL,2004-06-21,
1636,1636,2017-09-19T11:56:51Z,16137,16137,mod,"government-organisation:D17",2015-09-17,
1634,1634,2017-09-19T11:56:51Z,15817,15817,mitfordparishcouncil,,2015-03-11,
1633,1633,2017-09-19T11:56:51Z,5964,5964,misterton-notts-pc,,2006-11-09,
1631,1631,2017-09-19T11:56:51Z,11107,11107,mirfieldtowncouncil,,2008-07-23,
1630,1630,2017-09-19T11:56:51Z,17058,17058,"minternemagnaparishcouncil",,2016-12-05,
1629,1629,2017-09-19T11:56:51Z,5962,5962,minsterlovell-pc,,2005-12-08,
1627,1627,2017-09-19T11:56:51Z,16990,16990,minchinhampton-pc,,2016-10-12,
1626,1626,2017-09-19T11:56:51Z,17059,17059,miltonunderwychwood-pc,,2016-11-29,
1625,1625,2017-09-19T11:56:51Z,5957,5957,miltonkeynes,local-authority-eng:MIK,2000-07-11,
1624,1624,2017-09-19T11:56:51Z,5956,5956,milton-keynes,local-authority-eng:MIK,2000-08-23,
1623,1623,2017-09-19T11:56:51Z,16255,16255,millbrook-pc,,2015-11-11,
1622,1622,2017-09-19T11:56:51Z,14380,14380,milland-wsx-pc,local-authority-eng:CHI,2012-11-29,
1621,1621,2017-09-19T11:56:51Z,5947,5947,midsussex,local-authority-eng:MSS,,
1620,1620,2017-09-19T11:56:51Z,5945,5945,midsuffolk,local-authority-eng:MSU,,
1619,1619,2017-09-19T11:56:51Z,5944,5944,midlothian,local-authority-sct:MLN,2003-06-03,
1618,1618,2017-09-19T11:56:51Z,14751,14751,midkent,local-authority-eng:SWL,2013-07-05,
1617,1617,2017-09-19T11:56:51Z,5943,5943,midhurst-tc,,2008-03-03,
1616,1616,2017-09-19T11:56:51Z,16661,16661,middletonbywirksworth-pc,,2016-05-05,
1615,1615,2017-09-19T11:56:51Z,5941,5941,middleton-northants-pc,,2005-06-09,
1614,1614,2017-09-19T11:56:51Z,5940,5940,middlesbrough,local-authority-eng:MDB,,
1613,1613,2017-09-19T11:56:51Z,5939,5939,middlelevel,"internal-drainage-board:IDB54",2006-04-20,
1612,1612,2017-09-19T11:56:51Z,5938,5938,middevon,local-authority-eng:MDE,,
1611,1611,2017-09-19T11:56:51Z,15026,15026,midandeastantrim,,2013-11-15,
1610,1610,2017-09-19T11:56:51Z,12842,12842,micklefield-pc,,2010-10-12,
1609,1609,2017-09-19T11:56:51Z,5932,5932,mi6careers,"government-organisation:OT305",2006-03-20,
1608,1608,2017-09-19T11:56:51Z,5931,5931,mi6,"government-organisation:OT305",2005-07-15,
1607,1607,2017-09-19T11:56:51Z,5929,5929,mi5,"government-organisation:OT304",2001-03-30,
1606,1606,2017-09-19T11:56:51Z,11113,11113,mhtscotland,,2008-07-22,
1605,1605,2017-09-19T11:56:51Z,5927,5927,mhtscot,"government-organisation:DA1020",2004-07-08,
1604,1604,2017-09-19T11:56:51Z,5923,5923,mhra,"government-organisation:EA63",2002-11-18,
1603,1603,2017-09-19T11:56:51Z,5922,5922,mfa,"government-organisation:D7",2005-09-22,
1602,1602,2017-09-19T11:56:51Z,5921,5921,metweather,"government-organisation:EA46",2000-08-21,
1601,1601,2017-09-19T11:56:51Z,5920,5920,metoffice,"government-organisation:EA46",2000-08-21,
1600,1600,2017-09-19T11:56:51Z,17147,17147,meto,"government-organisation:EA46",2017-01-31,
1599,1599,2017-09-19T11:56:51Z,16770,16770,metheringham-pc,,2016-06-23,
1598,1598,2017-09-19T11:56:51Z,5918,5918,met-office,"government-organisation:EA46",,
1597,1597,2017-09-19T11:56:51Z,5916,5916,merton,local-authority-eng:MRT,2004-01-05,
1596,1596,2017-09-19T11:56:51Z,5915,5915,merthyr,"principal-local-authority:MTY",2000-08-18,
1595,1595,2017-09-19T11:56:51Z,5914,5914,merseytunnels,,2006-01-13,
1594,1594,2017-09-19T11:56:51Z,5913,5913,merseytravel,,2000-07-07,
1593,1593,2017-09-19T11:56:51Z,5912,5912,merseysidewda,,2001-12-21,
1592,1592,2017-09-19T11:56:51Z,5909,5909,merseyfire,,1999-12-09,
1591,1591,2017-09-19T11:56:51Z,11522,11522,mersey-pha,,2009-01-13,
1590,1590,2017-09-19T11:56:51Z,5908,5908,mendip,local-authority-eng:MEN,2001-04-25,
1589,1589,2017-09-19T11:56:51Z,5906,5906,melton,local-authority-eng:MEL,2008-04-03,
1588,1588,2017-09-19T11:56:51Z,5907,5907,melton-suffolk-pc,,2006-08-02,
1587,1587,2017-09-19T11:56:51Z,11323,11323,melthamtowncouncil,,2008-10-20,
1586,1586,2017-09-19T11:56:51Z,5905,5905,medway,local-authority-eng:MDW,2000-02-21,
1585,1585,2017-09-19T11:56:51Z,5902,5902,mcga,"government-organisation:D9",1999-05-14,
1584,1584,2017-09-19T11:56:51Z,5899,5899,mawwfire,,1999-04-07,
1583,1583,2017-09-19T11:56:51Z,12413,12413,matlockbathparishcouncil,,2010-03-15,
1582,1582,2017-09-19T11:56:51Z,5898,5898,matlock,,2002-06-18,
1581,1581,2017-09-19T11:56:51Z,12934,12934,maryporttowncouncil,,2010-12-10,
1580,1580,2017-09-19T11:56:51Z,16209,16209,martock-pc,,2015-10-21,
1579,1579,2017-09-19T11:56:51Z,5895,5895,martham,,2003-01-17,
1578,1578,2017-09-19T11:56:51Z,5894,5894,marstonsicca-pc,local-authority-eng:STR,2007-07-09,
1577,1577,2017-09-19T11:56:51Z,5893,5893,marshgibbon-pc,,2004-05-05,
1576,1576,2017-09-19T11:56:51Z,5892,5892,marriages,"government-organisation:EA66",2003-10-30,
1575,1575,2017-09-19T11:56:51Z,13452,13452,marlow-tc,,2011-09-19,
1574,1574,2017-09-19T11:56:51Z,5891,5891,marlboroughtowncouncil,,2004-02-20,
1573,1573,2017-09-19T11:56:51Z,16539,16539,marlborough-tc,,2016-03-11,
1572,1572,2017-09-19T11:56:51Z,14752,14752,markyateparishcouncil,,2013-07-05,
1571,1571,2017-09-19T11:56:51Z,5890,5890,"marketweightontowncouncil",local-authority-eng:ERY,2005-03-03,
1570,1570,2017-09-19T11:56:51Z,5888,5888,marketdrayton,,2004-03-10,
1569,1569,2017-09-19T11:56:51Z,16831,16831,marketbosworth-pc,,2016-07-20,
1568,1568,2017-09-19T11:56:51Z,16030,16030,marhamchurch-pc,,2015-07-10,
1567,1567,2017-09-19T11:56:51Z,17289,17289,mardenkent-pc,,2017-04-05,
1566,1566,2017-09-19T11:56:51Z,13965,13965,marchtowncouncil,,2012-05-15,
1565,1565,2017-09-19T11:56:51Z,5884,5884,marchamparishcouncil,,2008-05-13,
1564,1564,2017-09-19T11:56:51Z,5878,5878,mansfield,local-authority-eng:MAS,2000-03-20,
1563,1563,2017-09-19T11:56:51Z,5879,5879,mansfield-dc,local-authority-eng:MAS,1999-05-14,
1562,1562,2017-09-19T11:56:51Z,5876,5876,manea-pc,,2003-11-10,
1561,1561,2017-09-19T11:56:51Z,5875,5875,manchesterfire,,,
1560,1560,2017-09-19T11:56:51Z,5874,5874,manchester,local-authority-eng:MAN,2001-02-08,
1559,1559,2017-09-19T11:56:51Z,5873,5873,malvernwells-pc,,2004-10-27,
1558,1558,2017-09-19T11:56:51Z,5872,5872,malvernhills,local-authority-eng:MAV,,
1557,1557,2017-09-19T11:56:51Z,16044,16044,malton-tc,,2015-07-15,
1556,1556,2017-09-19T11:56:51Z,5871,5871,malmesbury,,2003-03-05,
1555,1555,2017-09-19T11:56:51Z,5870,5870,maldontowncouncil,,2005-02-25,
1554,1554,2017-09-19T11:56:51Z,5869,5869,maldon,local-authority-eng:MAL,,
1552,1552,2017-09-19T11:56:51Z,5866,5866,maidstone,local-authority-eng:MAI,2001-06-06,
1551,1551,2017-09-19T11:56:51Z,16632,16632,maidennewton-pc,,2016-04-20,
1550,1550,2017-09-19T11:56:51Z,12241,12241,maidenhead,local-authority-eng:WNM,2009-12-10,
1549,1549,2017-09-19T11:56:51Z,5864,5864,maiden,local-authority-eng:GLS,2004-06-10,
1548,1548,2017-09-19T11:56:51Z,5863,5863,maib,"government-organisation:D9",2001-11-22,
1547,1547,2017-09-19T11:56:51Z,5861,5861,magic,"government-organisation:D7",2000-09-22,
1546,1546,2017-09-19T11:56:51Z,5860,5860,maghull-tc,,2001-03-08,
1545,1545,2017-09-19T11:56:51Z,16230,16230,maff,"government-organisation:D7",2015-10-23,
1544,1544,2017-09-19T11:56:51Z,16531,16531,maethugogleddcymru,"principal-local-authority:FLN",2016-03-08,
1543,1543,2017-09-19T11:56:51Z,14312,14312,madeleytowncouncil,,2012-10-31,
1542,1542,2017-09-19T11:56:51Z,5855,5855,macscotland,"government-organisation:DA1020",2007-01-18,
1541,1541,2017-09-19T11:56:51Z,16139,16139,macclesfield-tc,,2015-09-17,
1540,1540,2017-09-19T11:56:51Z,13716,13716,"lytchettminsterandupton-tc",,2012-01-19,
1539,1539,2017-09-19T11:56:51Z,12132,12132,lymmparishcouncil,,2009-10-06,
1538,1538,2017-09-19T11:56:51Z,5850,5850,"lymingtonandpennington-tc",,2003-08-12,
1537,1537,2017-09-19T11:56:51Z,5849,5849,lymeregistowncouncil,,2005-05-24,
1536,1536,2017-09-19T11:56:51Z,12151,12151,lydiateparishcouncil,,2009-10-13,
1535,1535,2017-09-19T11:56:51Z,17287,17287,lydiardmillicent-pc,,2017-04-05,
1534,1534,2017-09-19T11:56:51Z,11168,11168,lwarb,,2008-09-01,
1533,1533,2017-09-19T11:56:51Z,5845,5845,luton,local-authority-eng:LUT,2002-06-05,
1532,1532,2017-09-19T11:56:51Z,16124,16124,lustonparishes,,2015-09-09,
1531,1531,2017-09-19T11:56:51Z,5844,5844,ludlow,,2002-11-11,
1530,1530,2017-09-19T11:56:51Z,16968,16968,luddesdown-pc,,2016-10-03,
1529,1529,2017-09-19T11:56:51Z,5842,5842,lslo,"government-organisation:D1",2000-02-11,
1528,1528,2017-09-19T11:56:51Z,15274,15274,lsani,"government-organisation:D1073",2014-03-19,
1527,1527,2017-09-19T11:56:51Z,5835,5835,lpsni,"government-organisation:OT1177",2007-03-14,
1526,1526,2017-09-19T11:56:51Z,5832,5832,lowpay,"government-organisation:D1198",2001-11-20,
1525,1525,2017-09-19T11:56:51Z,17292,17292,lowestofttowncouncil,,2017-04-11,
1524,1524,2017-09-19T11:56:51Z,5830,5830,louthtowncouncil,,2005-03-15,
1523,1523,2017-09-19T11:56:51Z,15101,15101,loughtonandgreatholm-pc,,2014-01-13,
1522,1522,2017-09-19T11:56:51Z,5829,5829,loughton-tc,,2001-04-10,
1521,1521,2017-09-19T11:56:51Z,5828,5828,lothian-vjb,,2000-08-31,
1520,1520,2017-09-19T11:56:51Z,5827,5827,lostwithieltowncouncil,,2005-07-15,
1519,1519,2017-09-19T11:56:51Z,5824,5824,lordsappointments,"government-organisation:D2",2002-12-19,
1518,1518,2017-09-19T11:56:51Z,16462,16462,loppingtonparishcouncil,,2016-02-12,
1517,1517,2017-09-19T11:56:51Z,16258,16258,loose-pc,,2015-11-11,
1516,1516,2017-09-19T11:56:51Z,5822,5822,lookinglocal,local-authority-eng:KIR,2006-04-20,
1515,1515,2017-09-19T11:56:51Z,5821,5821,looetowncouncil,,2005-08-11,
1513,1513,2017-09-19T11:56:51Z,16897,16897,longridge-tc,,2016-08-25,
1512,1512,2017-09-19T11:56:51Z,16895,16895,longdonworcs-pc,,2016-08-19,
1510,1510,2017-09-19T11:56:51Z,16314,16314,longborough-pc,,2015-11-30,
1509,1509,2017-09-19T11:56:51Z,5819,5819,longashtonparishcouncil,,2004-09-15,
1508,1508,2017-09-19T11:56:51Z,5818,5818,londonworks,,2005-06-16,
1507,1507,2017-09-19T11:56:51Z,15939,15939,londontribunals,,2015-05-12,
1506,1506,2017-09-19T11:56:51Z,5815,5815,londonscb,,2007-05-18,
1504,1504,2017-09-19T11:56:51Z,12289,12289,londonpsn,local-authority-eng:KTT,2009-12-22,
1503,1503,2017-09-19T11:56:51Z,5813,5813,londonprepared,,2001-10-29,
1501,1501,2017-09-19T11:56:51Z,5807,5807,londoncouncils,,2006-08-14,
1500,1500,2017-09-19T11:56:51Z,11550,11550,londoncolney-pc,,2009-01-28,
1499,1499,2017-09-19T11:56:51Z,5802,5802,londoncareplacements,,2004-10-07,
1498,1498,2017-09-19T11:56:51Z,5798,5798,london,local-authority-eng:GLA,2000-03-30,
1497,1497,2017-09-19T11:56:51Z,5799,5799,london-fire,,1999-06-11,
1495,1495,2017-09-19T11:56:51Z,5789,5789,localdirect,"government-organisation:D2",2006-08-21,
1494,1494,2017-09-19T11:56:51Z,5786,5786,local,,2000-12-21,
1493,1493,2017-09-19T11:56:51Z,5785,5785,lma,local-authority-eng:LND,2006-07-06,
1492,1492,2017-09-19T11:56:51Z,13449,13449,llwybrarfordircymru,"government-organisation:OT1103",2011-08-12,
1491,1491,2017-09-19T11:56:51Z,12056,12056,LlwchwrTownCouncil,,2009-08-27,
1490,1490,2017-09-19T11:56:51Z,5784,5784,llantwitmajortowncouncil,,2005-07-26,
1489,1489,2017-09-19T11:56:51Z,14340,14340,llangollentowncouncil,,2012-11-21,
1488,1488,2017-09-19T11:56:51Z,17335,17335,"llangennechcommunitycouncil",,2017-05-09,
1487,1487,2017-09-19T11:56:51Z,15105,15105,llanfaircommunitycouncil,,2014-01-16,
1486,1486,2017-09-19T11:56:51Z,14001,14001,"llanfaelogcommunitycouncil",,2012-06-01,
1485,1485,2017-09-19T11:56:51Z,5783,5783,llanellitowncouncil,,1999-04-22,
1484,1484,2017-09-19T11:56:51Z,5782,5782,llanelli-rural,,1999-10-19,
1483,1483,2017-09-19T11:56:51Z,5781,5781,llandudno,,2000-04-14,
1482,1482,2017-09-19T11:56:51Z,5780,5780,llandeilo,,2003-09-23,
1481,1481,2017-09-19T11:56:51Z,15050,15050,llanasacommunitycouncil,,2013-11-28,
1480,1480,2017-09-19T11:56:51Z,16312,16312,livingwage,"government-organisation:D2",2015-11-26,
1479,1479,2017-09-19T11:56:51Z,15447,15447,liverpoolcityregion-ca,local-authority-eng:KWL,2014-07-10,
1478,1478,2017-09-19T11:56:51Z,5776,5776,liverpool,local-authority-eng:LIV,2006-02-15,
1477,1477,2017-09-19T11:56:51Z,14218,14218,littlestanney-pc,,2012-09-28,
1476,1476,2017-09-19T11:56:51Z,16977,16977,"littlesomerfordparishcouncil",,2016-10-07,
1475,1475,2017-09-19T11:56:51Z,16450,16450,littleportparishcouncil,,2016-02-04,
1474,1474,2017-09-19T11:56:51Z,17006,17006,littlemoreparishcouncil,,2016-10-24,
1473,1473,2017-09-19T11:56:51Z,11561,11561,"littlehoughtonparishcouncilnorthants",,2009-02-18,
1472,1472,2017-09-19T11:56:51Z,11995,11995,"LittleHarrowdenParishCouncil",,2009-07-23,
1471,1471,2017-09-19T11:56:51Z,5775,5775,littlehampton-tc,,2004-03-01,
1470,1470,2017-09-19T11:56:51Z,16976,16976,littlehadham-pc,,2016-10-13,
1469,1469,2017-09-19T11:56:51Z,14854,14854,littledunham-pc,,2013-09-05,
1468,1468,2017-09-19T11:56:51Z,5773,5773,"littlechalfontparishcouncil",local-authority-eng:CHN,2007-04-30,
1467,1467,2017-09-19T11:56:51Z,5772,5772,littlechalfont-pc,local-authority-eng:CHN,2007-04-30,
1466,1466,2017-09-19T11:56:51Z,16213,16213,littlealtcar-pc,,2015-10-21,
1465,1465,2017-09-19T11:56:51Z,5771,5771,lissparishcouncil,,2007-06-08,
1464,1464,2017-09-19T11:56:51Z,5770,5770,liskeard,,2001-02-26,
1461,1461,2017-09-19T11:56:51Z,5765,5765,lintonpc-herefordshire,,2002-07-10,
1460,1460,2017-09-19T11:56:51Z,10939,10939,lintoncambridgeshire-pc,,2008-06-02,
1459,1459,2017-09-19T11:56:51Z,5764,5764,lingfieldparishcouncil,,2004-07-14,
1458,1458,2017-09-19T11:56:51Z,5763,5763,linets,"government-organisation:DA1020",2000-08-21,
1457,1457,2017-09-19T11:56:51Z,11761,11761,lindfieldparishcouncil,,2009-05-07,
1456,1456,2017-09-19T11:56:51Z,5761,5761,lincsbc,local-authority-eng:ELI,2005-11-30,
1455,1455,2017-09-19T11:56:51Z,5759,5759,lincolnshire,local-authority-eng:LIN,2005-04-08,
1454,1454,2017-09-19T11:56:51Z,14248,14248,lincolnshire-pcc,,2012-10-11,
1453,1453,2017-09-19T11:56:51Z,5758,5758,lincoln,local-authority-eng:LIC,2001-09-07,
1451,1451,2017-09-19T11:56:51Z,5756,5756,lifeintheuktest,"government-organisation:D16",2005-09-29,
1450,1450,2017-09-19T11:56:51Z,5755,5755,lichfielddc,local-authority-eng:LIF,2001-12-03,
1449,1449,2017-09-19T11:56:51Z,5754,5754,lichfield,,2001-12-03,
1448,1448,2017-09-19T11:56:51Z,5751,5751,lhc,"government-organisation:EA835",2000-11-14,
1446,1446,2017-09-19T11:56:51Z,5743,5743,lge,,2005-10-28,
1444,1444,2017-09-19T11:56:51Z,5738,5738,lgbc-scotland,"government-organisation:OT431",1999-09-10,
1443,1443,2017-09-19T11:56:51Z,5736,5736,lga,,,
1442,1442,2017-09-19T11:56:51Z,5732,5732,lg-em,,2006-01-06,
1441,1441,2017-09-19T11:56:51Z,5729,5729,lewisham,local-authority-eng:LEW,2007-07-26,
1440,1440,2017-09-19T11:56:51Z,5727,5727,lewes,local-authority-eng:LEE,1999-11-01,
1439,1439,2017-09-19T11:56:51Z,5728,5728,lewes-tc,,,
1438,1438,2017-09-19T11:56:51Z,17124,17124,lewes-eastbourne,local-authority-eng:EAS,2017-01-13,
1437,1437,2017-09-19T11:56:51Z,5723,5723,leominstertowncouncil,,2008-02-20,
1436,1436,2017-09-19T11:56:51Z,12987,12987,leistontowncouncil,,2011-02-04,
1435,1435,2017-09-19T11:56:51Z,5722,5722,leightonlinslade-tc,,2006-07-18,
1434,1434,2017-09-19T11:56:51Z,12971,12971,leighonseatowncouncil,,2011-01-14,
1433,1433,2017-09-19T11:56:51Z,5720,5720,leics,local-authority-eng:LEC,2003-06-19,
1432,1432,2017-09-19T11:56:51Z,14500,14500,"leicestershireandrutlandalc",,2013-02-21,
1431,1431,2017-09-19T11:56:51Z,5716,5716,leicestershire,local-authority-eng:LEC,1999-08-10,
1430,1430,2017-09-19T11:56:51Z,5717,5717,leicestershire-fire,local-authority-eng:LEC,2006-01-26,
1429,1429,2017-09-19T11:56:51Z,5715,5715,leicester,local-authority-eng:LCE,1999-05-05,
1428,1428,2017-09-19T11:56:51Z,5714,5714,legsb,,2004-05-07,
1427,1427,2017-09-19T11:56:51Z,5713,5713,legislation,"government-organisation:D2",2005-05-09,
1426,1426,2017-09-19T11:56:51Z,5711,5711,legalservices,"government-organisation:PB300",2000-03-02,
1425,1425,2017-09-19T11:56:51Z,16134,16134,leektowncouncil,,2015-09-14,
1422,1422,2017-09-19T11:56:51Z,5707,5707,leeds,local-authority-eng:LDS,2007-07-17,
1421,1421,2017-09-19T11:56:51Z,15485,15485,ledshamparishcouncil,,2014-08-27,
1420,1420,2017-09-19T11:56:51Z,5705,5705,ledburytowncouncil,,2006-11-13,
1419,1419,2017-09-19T11:56:51Z,5698,5698,leamingtonspatowncouncil,,2005-05-16,
1418,1418,2017-09-19T11:56:51Z,15150,15150,leacottam-pc,,2014-01-24,
1417,1417,2017-09-19T11:56:51Z,14885,14885,ldbc-wales,"government-organisation:DA1019",2013-09-12,
1416,1416,2017-09-19T11:56:51Z,5692,5692,lbwf,local-authority-eng:WFT,2002-05-15,
1415,1415,2017-09-19T11:56:51Z,5690,5690,lbhf,local-authority-eng:HMF,2004-08-05,
1414,1414,2017-09-19T11:56:51Z,5689,5689,lbbd,local-authority-eng:BDG,2001-11-02,
1413,1413,2017-09-19T11:56:51Z,5688,5688,lawleyoverdale-pc,local-authority-eng:TFW,2007-06-22,
1411,1411,2017-09-19T11:56:51Z,17375,17375,lawcommission,"government-organisation:D18",2017-05-25,
1410,1410,2017-09-19T11:56:51Z,5686,5686,lawcom,"government-organisation:D18",2000-03-02,
1409,1409,2017-09-19T11:56:51Z,15834,15834,launton-pc,,2015-03-16,
1408,1408,2017-09-19T11:56:51Z,11063,11063,launceston-tc,,2008-07-01,
1407,1407,2017-09-19T11:56:51Z,14375,14375,laugharnetownship-wcc,,2012-12-04,
1406,1406,2017-09-19T11:56:51Z,11684,11684,lanliveryparishcouncil,,2009-03-20,
1405,1405,2017-09-19T11:56:51Z,15775,15775,lanivetparishcouncil,,2015-02-13,
1404,1404,2017-09-19T11:56:51Z,16412,16412,langwithparishcouncil,,2016-01-22,
1403,1403,2017-09-19T11:56:51Z,12467,12467,landwebni,,2010-03-31,
1402,1402,2017-09-19T11:56:51Z,5679,5679,landstribunal,"government-organisation:D18",2003-02-28,
1401,1401,2017-09-19T11:56:51Z,5674,5674,landregistry,"government-organisation:D69",2003-01-09,
1400,1400,2017-09-19T11:56:51Z,5671,5671,landrakeparishcouncil,,2007-08-07,
1399,1399,2017-09-19T11:56:51Z,5670,5670,"landlordregistrationscotland",,2006-01-12,
1398,1398,2017-09-19T11:56:51Z,5668,5668,lancsmuseums,,2004-02-17,
1397,1397,2017-09-19T11:56:51Z,5665,5665,lancingparishcouncil,,2005-03-29,
1396,1396,2017-09-19T11:56:51Z,15855,15855,lancasterhouse,"government-organisation:D13",2015-03-23,
1395,1395,2017-09-19T11:56:51Z,5663,5663,lancaster,local-authority-eng:LAC,1999-08-31,
1394,1394,2017-09-19T11:56:51Z,5659,5659,lancashire,local-authority-eng:LAN,2000-04-04,
1393,1393,2017-09-19T11:56:51Z,14241,14241,lancashire-pcc,,2012-10-11,
1392,1392,2017-09-19T11:56:51Z,5658,5658,lanarkshire-vjb,,2002-01-11,
1391,1391,2017-09-19T11:56:51Z,12069,12069,lampeter-tc,,2009-09-15,
1390,1390,2017-09-19T11:56:51Z,5656,5656,lambeth,local-authority-eng:LBH,2001-08-10,
1389,1389,2017-09-19T11:56:51Z,12382,12382,lalestoncommunitycouncil,,2010-02-24,
1388,1388,2017-09-19T11:56:51Z,5655,5655,lakedistrict,"government-organisation:OT220",2005-07-26,
1387,1387,2017-09-19T11:56:51Z,5654,5654,lake-district,"government-organisation:OT220",,
1386,1386,2017-09-19T11:56:51Z,15504,15504,lacockparishcouncil,,2014-09-05,
1385,1385,2017-09-19T11:56:51Z,11449,11449,knutsfordtowncouncil,,2008-12-11,
1384,1384,2017-09-19T11:56:51Z,14314,14314,knowsleytowncouncil,,2012-11-01,
1383,1383,2017-09-19T11:56:51Z,5646,5646,knowsley,local-authority-eng:KWL,2000-01-18,
1381,1381,2017-09-19T11:56:51Z,15904,15904,knebworthparishcouncil,,2015-04-15,
1380,1380,2017-09-19T11:56:51Z,13229,13229,KnaresboroughTownCouncil,,2011-05-16,
1379,1379,2017-09-19T11:56:51Z,13509,13509,kltr,,2011-11-09,
1378,1378,2017-09-19T11:56:51Z,10947,10947,"kirtoninlindseytowncouncil",,2007-05-23,
1377,1377,2017-09-19T11:56:51Z,5636,5636,kirklees,local-authority-eng:KIR,2001-02-08,
1376,1376,2017-09-19T11:56:51Z,5635,5635,"kirkbymoorsidetowncouncil",,2004-11-16,
1375,1375,2017-09-19T11:56:51Z,15936,15936,kirdford-pc,,2015-05-08,
1374,1374,2017-09-19T11:56:51Z,5633,5633,kippaxparishcouncil,,2004-10-27,
1373,1373,2017-09-19T11:56:51Z,12873,12873,kingtontowncouncil,,2010-11-16,
1372,1372,2017-09-19T11:56:51Z,16959,16959,kingswoodparishcouncil,,2016-09-28,
1371,1371,2017-09-19T11:56:51Z,17246,17246,kingswearparishcouncil,,2017-03-16,
1370,1370,2017-09-19T11:56:51Z,5631,5631,kingston,local-authority-eng:KTT,2000-09-21,
1369,1369,2017-09-19T11:56:51Z,5630,5630,kingsteignton,,2001-06-28,
1368,1368,2017-09-19T11:56:51Z,13158,13158,kingslangley-pc,,2011-04-04,
1367,1367,2017-09-19T11:56:51Z,5628,5628,kingshillparish,,2000-03-23,
1366,1366,2017-09-19T11:56:51Z,5626,5626,kingsbridge,,2002-08-22,
1365,1365,2017-09-19T11:56:51Z,5624,5624,kimboltonandstonely-pc,,2006-02-28,
1364,1364,2017-09-19T11:56:51Z,14863,14863,kimberley-tc,,2013-09-09,
1363,1363,2017-09-19T11:56:51Z,5622,5622,killamarsh-pc,,2004-05-07,
1362,1362,2017-09-19T11:56:51Z,16029,16029,kilkhampton-pc,,2015-07-10,
1361,1361,2017-09-19T11:56:51Z,5620,5620,kidwelly,,2000-07-07,
1360,1360,2017-09-19T11:56:51Z,11398,11398,kidsgrovetowncouncil,,2008-11-25,
1359,1359,2017-09-19T11:56:51Z,5618,5618,kidlington-pc,,2004-06-10,
1358,1358,2017-09-19T11:56:51Z,16360,16360,kidderminstertowncouncil,,2015-12-22,
1357,1357,2017-09-19T11:56:51Z,5616,5616,keynsham-tc,,2003-11-28,
1356,1356,2017-09-19T11:56:51Z,17081,17081,kettlewell-starbotton-pc,,2016-12-14,
1355,1355,2017-09-19T11:56:51Z,5613,5613,kettering,local-authority-eng:KET,1999-09-24,
1354,1354,2017-09-19T11:56:51Z,5611,5611,keswicktowncouncil,,2007-02-14,
1353,1353,2017-09-19T11:56:51Z,15233,15233,kerrycommunitycouncil,,2014-03-07,
