statistical-geography,boundary
E08000021,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000021/index.geojson
E08000022,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000022/index.geojson
E08000023,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000023/index.geojson
E08000024,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000024/index.geojson
E08000025,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000025/index.geojson
E08000026,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000026/index.geojson
E08000027,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000027/index.geojson
E08000028,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000028/index.geojson
E08000029,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000029/index.geojson
E08000030,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000030/index.geojson
E08000031,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000031/index.geojson
E08000032,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000032/index.geojson
E08000033,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000033/index.geojson
E08000034,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000034/index.geojson
E08000035,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000035/index.geojson
E08000036,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000036/index.geojson
E08000037,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E08000037/index.geojson
E09000001,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000001/index.geojson
E09000002,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000002/index.geojson
E09000003,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000003/index.geojson
E09000004,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000004/index.geojson
E09000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000005/index.geojson
E09000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000006/index.geojson
E09000007,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000007/index.geojson
E09000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000008/index.geojson
E09000009,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000009/index.geojson
E09000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000010/index.geojson
E09000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000011/index.geojson
E09000012,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000012/index.geojson
E09000013,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000013/index.geojson
E09000014,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000014/index.geojson
E09000015,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000015/index.geojson
E09000016,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000016/index.geojson
E09000017,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000017/index.geojson
E09000018,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000018/index.geojson
E09000019,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000019/index.geojson
E09000020,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000020/index.geojson
E09000021,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000021/index.geojson
E09000022,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000022/index.geojson
E09000023,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000023/index.geojson
E09000024,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000024/index.geojson
E09000025,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000025/index.geojson
E09000026,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000026/index.geojson
E09000027,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000027/index.geojson
E09000028,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000028/index.geojson
E09000029,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000029/index.geojson
E09000030,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000030/index.geojson
E09000031,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000031/index.geojson
E09000032,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000032/index.geojson
E09000033,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/E09000033/index.geojson
N09000001,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000001/index.geojson
N09000002,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000002/index.geojson
N09000003,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000003/index.geojson
N09000004,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000004/index.geojson
N09000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000005/index.geojson
N09000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000006/index.geojson
N09000007,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000007/index.geojson
N09000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000008/index.geojson
N09000009,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000009/index.geojson
N09000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000010/index.geojson
N09000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/N09000011/index.geojson
S12000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000005/index.geojson
S12000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000006/index.geojson
S12000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000008/index.geojson
S12000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000010/index.geojson
S12000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000011/index.geojson
S12000013,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000013/index.geojson
S12000014,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000014/index.geojson
S12000017,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000017/index.geojson
S12000018,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000018/index.geojson
S12000019,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000019/index.geojson
S12000020,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000020/index.geojson
S12000021,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000021/index.geojson
S12000023,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000023/index.geojson
S12000026,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000026/index.geojson
S12000027,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000027/index.geojson
S12000028,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000028/index.geojson
S12000029,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000029/index.geojson
S12000030,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000030/index.geojson
S12000033,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000033/index.geojson
S12000034,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000034/index.geojson
S12000035,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000035/index.geojson
S12000036,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000036/index.geojson
S12000038,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000038/index.geojson
S12000039,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000039/index.geojson
S12000040,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000040/index.geojson
S12000041,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000041/index.geojson
S12000042,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000042/index.geojson
S12000045,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000045/index.geojson
S12000047,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000047/index.geojson
S12000048,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000048/index.geojson
S12000049,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000049/index.geojson
S12000050,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/S12000050/index.geojson
W06000001,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000001/index.geojson
W06000002,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000002/index.geojson
W06000003,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000003/index.geojson
W06000004,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000004/index.geojson
W06000005,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000005/index.geojson
W06000006,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000006/index.geojson
W06000008,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000008/index.geojson
W06000009,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000009/index.geojson
W06000010,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000010/index.geojson
W06000011,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000011/index.geojson
W06000012,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000012/index.geojson
W06000013,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000013/index.geojson
W06000014,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000014/index.geojson
W06000015,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000015/index.geojson
W06000016,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000016/index.geojson
W06000018,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000018/index.geojson
W06000019,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000019/index.geojson
W06000020,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000020/index.geojson
W06000021,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000021/index.geojson
W06000022,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000022/index.geojson
W06000023,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000023/index.geojson
W06000024,https://raw.githubusercontent.com/digital-land/boundary-collection/master/collection/local-authority/W06000024/index.geojson
